Customer,Unit #,VIN,Year,Make / Model
GG CARGO,331750,4V4NC9EH8KN214020,2019,Volvo VNL
ELECTRON TRANSPORTATION,332398,3HSDZAPR4KN394766,2019,International LT625
VIP Global Inc.,333,1XP-HDB9X-5-AD793033,2010,Peterbilt 386
UMAX CARGO,333,3AKJHHDR0MSMC0908,2021,Freightliner Cascadia
BIG DUCK TRUCKING,333,3AKJHHDR8LSLK0011,2020,Freightliner Cascadia
RADEON LOGISTICS,333,4V4NC9EJ6SN687384,2025,Volvo VNL
FUYAO GLASS AMERICA,333,4V4NC9EJ8KN204039,2019,Volvo VNL
BIG DUCK TRUCKING,334,3AKJHHDR1MSMC0609,2021,Freightliner Cascadia
HUMO Transportation Services,334452,3AKJHHDR3MSMR9706,2021,"Freightliner New Cascadia 126 Sleepercab"""
STRAIGHT CARGO,335,3AKJHHDR8MSMC1000,2021,Freightliner Cascadia
BIG DUCK TRUCKING,3355,3AKJHHDRXMSLX5495,2021,Freightliner Cascadia
DAKAR TRANSPORT,3367,1XKYD49XXJJ193241,2018,Kenworth T680
MIRSTAR EXPRESS INC,3377,4V4NC9EJ7DN143933,2013,Volvo VNL
SINTAB LLC,338,3AKJHHDR3LSLJ7338,2020,Freightliner Cascadia
STL,339179,1JJV532D7NL339179,2022,Wabash Tanks Dry Van Duraplate
ROYCE LLC,340,1FUJHHDR9KLJZ8933,2019,Freightliner Cascadia
USA SILK WAY,3405,1XKYDP9X7RJ333405,2024,Kenworth T680
LJR HAULING LLC,341,1XKYD49X8NJ466974,2022,Kenworth T680
ROYCE LLC,341,1XKYD49X8NJ466974,2022,Kenworth T680
LONG HAUL LLC,3440,4V4NC9EH1NN293440,2022,Volvo VNL
PRIME CARGO,3440,4V4NC9EH9NN293444,2022,Volvo VNL
WAY MOORE TRUCKING LLC,3442,4V4NC9EH5NN293442,2022,Volvo VNL
ROYCE LLC,3448,4V4NC9EH1MN263448,2021,Volvo VNL
MJ WORLD,345,1M1AN4GY2NM026205,2022,Mack Anthem
MJ WORLD,345,3AKJHHDR2JSJC7071,2018,Freightliner Cascadia
GOLDEN TOUCH LOGISTICS LLC,345,3AKJHHDR2JSJC7071,2018,Freightliner New Cascadia 126
ITRUCK CARGO,3473,3AKJHHDR9JSJW3473,2018,Freightliner Cascadia
Aravan Cargo Inc.,35,4V4NC9EH7KN208029,2019,Volvo VNL
ZERO TO MAX LLC,35,4V4NC9EJ2LN256722,2020,Volvo VNL
SAFETY EXPRESS LLC.,350,3AKJHHDR1JSJP6427,2018,"Freightliner New Cascadia 126 Sleepercab"""
LONG HAUL LLC,351078,1FUJHHDR8LLLV7782,2020,Freightliner Cascadia
BLUEPIN TRUCKING,3524,4V4NC9EG7GN953524,2016,Volvo VNL
TOTA TRUCKING LLC,3535,3AKJHHDR9LSLR0293,2020,Freightliner Cascadia
FRONTLINE EXPRESS,353734,1UYVS2535M3139027,2021,Utility Trailer Manufacturer Utility Trailer Manufacturer
FRONTLINE EXPRESS,353852,1UYVS2537M7213945,2021,Utility Trailer Manufacturer Utility Trailer Manufacturer
VOLKAN,3556,1XPBD49X5ND793556,2022,Peterbilt 579
IATE INC,356,3AKJHHDR6JSJJ1895,2018,Freightliner Cascadia
EA LOGISTICS,3573,4V4NC9EH8FN913573,2015,Volvo VNL
KALER,3600,1XKYD49X1PJ217659,2023,Kenworth T680
NUR TRANSPORTATION,361,3H3V532C5MT780010,2021,Hyundai Translead Hyundai Translead Trailers
WHITACRE LOGISTICS LLC,3616,1FUJGLD51GLGS3946,2016,Freightliner Cascadia
ORS EXPRESS LLC,3640,1GRAA06233T503640,2003,Great Dane Trailers Great Dane Trailers
MIR TRANSPORTATION INC,365,3AKJHHDR7MSNA4904,2021,Freightliner Cascadia
KINGS ROAD INC,3654,1FUJHHDR7KLKE3654,2019,Freightliner Cascadia
GOLDWAY TRANS,37,4V4NC9EH1LN230691,2020,Volvo VNL
HUMO Transportation Services,373463,3AKJHHDR1LSMJ0259,2020,"Freightliner New Cascadia 126 Sleepercab"""
HUMO Transportation Services,373465,3AKJHHDRXLSMJ0261,2020,"Freightliner New Cascadia 126 Sleepercab"""
AL-AMIN TRANSPORTATION LLC,3735,3AKJHHDR8NSMT3735,2022,Freightliner Cascadia
ALIF UZ CORP,3756,3AKJHHDR0RSVF3756,2024,Freightliner Cascadia
STW LTO,38,4V4NC9EH2MN273650,2021,Volvo VNL
ITF GROUP LLC,38,4V4NC9EH6JN997370,2018,Volvo VNL
PACE TRANSPORTATION SERVICES LLC,3802,3AKJGLDR9KSKD3802,2019,Freightliner Cascadia
YDV LLC,38022,1XKYDP9X4PJ219231,2023,Kenworth T680
ROYCE LLC,380273,4V4NC9EH7MN284854,2021,Volvo VNL
AMAN TRANS,38164,1JJV532W78L107008,2008,Wabash National Corporation Wabash National Corporation
IATE INC,386,3AKJHHDRXJSJJ0782,2018,Freightliner Cascadia
HUMO Transportation Services,386899,4V4NC9EH8NN289384,2022,Volvo VNL
AAA ECO SERVICES,386954,4V4NC9EH7NN289439,2022,Volvo VNL
EDGARS DELIVERY LLC,387078,4V4NC9EH7NN289263,2022,Volvo VNL
BORDERLANDERS INC,387106,4V4NC9EH1NN289291,2022,Volvo VNL
BORDERLANDERS INC,387107,4V4NC9EH3NN289292,2022,Volvo VNL
IQS,3872,3AKJHHDR6KSKF3872,2019,Freightliner Cascadia
BIG DUCK TRUCKING,390297,3AKJHHDRXNSNA4820,2022,Freightliner Cascadia
JALWO TRUCKING,39119,3AKJHHDR1KSKF7117,2019,Freightliner Cascadia
Makalu trucking llc,3923,4V4BC9EHXTN704110,2026,Volvo VNL (4)
SMM,3944,4V4NC9EH2JN893944,2018,Volvo VNL
G LINE TRUCKING,3946,1XPBD49X8PD783946,2023,Peterbilt 579
AFF TRANS LLC,3961,3AKJHHDR2MSMS3961,2021,Freightliner Cascadia
HUMO Transportation Services,3990,1FUJHHDR1KLKN3390,2019,"Freightliner New Cascadia 126 Sleepercab"""
ECO EXPRESS,4,3AKJHHDR2KSKU4722,2019,Freightliner Cascadia
ECO EXPRESS,4,3AKJHHDR7KSKF3797,2019,Freightliner Cascadia
LAMO TRANS CARGO,40,3AKJHHDR8KSKJ6472,32767,Freightliner New Cascadia 126
KASPIAN LOGISTICS,40,4V4NC9EJ4JN890692,2018,Volvo VNL
EAGLE EYE,400,3AKJHHDR9PSMY6379,2023,Freightliner Cascadia
ROYCE LLC,400,4V4NC9EH8KN209688,2019,Volvo VNL
US EXPRESS LOGISTICS,400,4V4NC9EJXRN624590,2024,Volvo VNL
ITF GROUP LLC,4004,3AKJHHDR6KSKJ3795,2019,Freightliner Cascadia
MI TRANSPORTATION LLC,400612,1FUJGLD59GLGZ2495,2016,Freightliner Cascadia
Sharp System LLC,400a,1C92D51257M949308,[Shar,p System LLC's Unit]
ZM EXPRESS INC,401,3AKJHHDR5JSJS1592,2018,Freightliner Cascadia
CANSTANT TRANSPORTATION LLC,4013,3AKJGLDRXHSHJ4013,2017,Freightliner Cascadia
GAMBOA LOGISTIC INC,4013,4V4NC9EH0KN214013,2019,Volvo VNL
NUKA EXPRESS,402,3AKJHHDRXLSLH7452,2020,Freightliner Cascadia
GOLDEN TOUCH LOGISTICS LLC,402532,3AKJHHDRXPSUD1399,2023,Freightliner Cascadia
TOP FLEET,40295,1JJV532D6TL640295,2026,Wabash Vans Dry Van Duraplate
ITF GROUP LLC,403,1FUJGHDV2HLHZ5403,2017,Freightliner Cascadia
IS EXPRESS,404,3AKJHHDR6NSND2484,2022,Freightliner Cascadia
FARIOTTE,404,4V4NC9EH3HN984635,2017,Volvo VNL
US MEGA TRANSPORT,404,4V4NC9EH3HN984635,2017,Volvo VNL
TNT GROUP,404,4V4NC9TH0KN217805,2019,Volvo VNL
GG CARGO,404588,1FUJHHFG6PLUD3318,2023,Freightliner Cascadia
GG CARGO,404589,1FUJHHFG8PLUD3319,2023,Freightliner Cascadia
MITCH TRANSPORT LLC,405,3AKJHHDRXMSMG9212,2021,Freightliner Cascadia
DQ EXPRESS,4050,1FUJHHDR2KLKN4050,2019,Freightliner Cascadia
LONG HAUL LLC,405554,3AKJHHDR4PSUE3855,2023,Freightliner Cascadia
NUKA EXPRESS,406,3AKJHHDR8MSME8262,2021,Freightliner Cascadia
CITY TRANS LLC,4062,4V4BC9EH3TN704062,2026,Volvo NEW VNL
CITY TRANS LLC,4063,4V4BC9EH5TN704063,2026,Volvo NEW VNL
PINTO EXPRESS,4067,3AKJHHDR4NSNA4067,2022,Freightliner Cascadia
PINTO EXPRESS,4084,3AKJHHDR4NSNA4084,2022,Freightliner Cascadia
LANE SEEKERS LOGISTICS LLC,4106,4V4BC9EH8TN704106,2026,Volvo NEW VNL
A1A PRIME LOGISTICS,4106,4V4BC9EH8TN704106,2026,Volvo NEW VNL
BK CARGO INC,411,4V4NC9EH9GN939486,2016,Volvo VNL
PINTO EXPRESS,4118,3AKJHHDR6NSNA4118,2022,"Freightliner New Cascadia 126 Sleepercab"""
BURGUT EXPRESS INC,412,4V4NC9EH4HN984319,2017,Volvo VNL
PINTO EXPRESS,4132,3AKJHHDR0NSNA4132,2022,Freightliner Cascadia
KARAVAN,4135,3AKJHHDR6PSUJ4135,2023,Freightliner Cascadia
POWER,414,4V4NC9EH9GN951508,2016,Volvo VNL
CITY TRANS LLC,4141,4V4BC9EHXTN704141,2026,Volvo NEW VNL
CITY TRANS LLC,4148,4V4BC9EH2TN704148,2026,Volvo NEW VNL
ROYCE LLC,4154,4V4BC9EH8TN704154,2026,Volvo VNL (4)
SAIDAKBAR MINAVAROV,416,4V4NC9EH0HN984320,2017,Volvo VNL
HUMO Transportation Services,417,4V4NC9EH2HN984321,2017,Volvo VNL
IKM EXPRESS LLC,4177,4V4NC9EJ2NN294177,2022,Volvo VNL
KAMPF LOGISTICS LLC,4177,4V4NC9EJ2NN294177,2022,Volvo VNL
SEIZE THE WAY INC,418,3AKJHHDR8KSKJ6472,2019,Freightliner Cascadia
GRAND USA,419,3UTVS2535L8859018,2020,Utility Trailer Manufacturer Utility Trailer Manufacturer
STW LTO,419,4V4NC9EH0KN897489,2019,Volvo VNL
BIG DUCK TRUCKING,4195,3AKJHHDR3MSMS4195,2021,Freightliner Cascadia
MJ LOGISTICS LLC,420,4V4NC9EG9JN889696,2018,Volvo Truck VNL
BESH LLC,420,4V4NC9EH7KN897490,2019,Volvo VNL
Progressive Carriers LLC.,423,3AKJHHDR3LSLH7423,2020,"Freightliner New Cascadia 126 Sleepercab"""
HUMO Transportation Services,427101,3AKJHHDR2NSNM9450,2022,"Freightliner New Cascadia 126 Sleepercab"""
KMS FREIGHT INC,4288,4V4NC9EHXLN224288,2020,Volvo VNL
PINTO EXPRESS,4289,3AKJHHDR1MSMS4289,2021,"Freightliner New Cascadia 126 Sleepercab"""
EAGLE EYE,428938,4V4NC9EH2NN315929,2022,Volvo VNL
PINTO EXPRESS,4291,3AKJHHDRXMSMS4291,2021,"Freightliner New Cascadia 126 Sleepercab"""
ITF GROUP LLC,429175,3AKJHHDR9PSUF1353,2023,Freightliner Cascadia
ITF GROUP LLC,429176,3AKJHHDR0PSUF1354,2023,Freightliner Cascadia
ITF GROUP LLC,429178,3AKJBBDR4PSUF1356,2023,Freightliner CST120
ITF GROUP LLC,429179,3AKJHHDR6PSUF1357,2023,Freightliner Cascadia
LONG HAUL LLC,431661,3AKJHHDRSPSUF2256,2023,Freightliner Cascadia
ELECTRON TRANSPORTATION,431693,4V4NC9EH2NN317468,2022,Volvo VNL
KEEP ON TRUCKING LLC,433,1GRAP06239T550433,2009,Great Dane Trailers Great Dane Trailers
AFF TRANS LLC,434098,3H3V532K8NJ434098,2022,Hyundai Translead Trailers Hyundai Translead Trailers
ROYCE LLC,4344,4V4NC9EH7JN893552,2018,Volvo VNL
AR MIDWEST,4344,4V4NC9EH7JN893552,2018,Volvo VNL
ALLSTATE TRANSPORTATION LLC,4345,4V4NC9EH9FN179963,2015,Volvo VNL
BARAN TRANSPORTATION INC,4345,4V4NC9EH9FN179963,2015,Volvo VNL
ROYCE LLC,4346,4V4NC9EG2LN259771,2020,Volvo VNL
KIRK & KIRK LOGISTICS,4347,4V4NC9EH4LN263538,2020,Volvo VNL
VRV EXPRESS INC,4354,4V4NC9EH9MN284354,2021,Volvo VNL
ROYCE LLC,4354,4V4NC9EH9MN284354,2021,Volvo VNL
JORDAN MAXON,4359,5TDBA22C85S034359,2016,Toyota Sienna
MILLION LOADS LLC,4404,4V4NC9EH2PN334404,2023,Volvo VNL
PHILA CARGO LLC,4416,4V4NC9EH4LN224416,2020,Volvo VNL
TURKISTAN INC,4416,4V4NC9EH4LN224416,2020,Volvo VNL
PRIME CARGO,4416,4V4NC9EH4LN224416,2020,Volvo VNL
FARHOD IMIROV DBA F&I TRANSPORTATION,44355,1UYVS2531R3007678,2024,Utility Trailer Manufacturer Utility Trailer Manufacturer
HAZEL EYES INC.,444,3AKJGLD56GSGU7275,2016,Freightliner Cascadia
ROYCE LLC,444,3AKJGLDR5KDKG6283,2019,Freightliner Cascadia
STW LTO,444,3AKJHHDR4JSJP6860,2018,Freightliner Cascadia
ARDOS LOGISTICS,444,4V4NC9EH9NN293444,2022,Volvo VNL
US ROYAL EXPRESS LLC,444,5V8VC5320OMT107333,Vangu,ard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
ROYCE LLC,4441,4V4NC9EH4MN284441,2021,Volvo VNL
STL,4444,1FUJHHDR6LLLK2271,2020,Freightliner Cascadia
GOLDEN BELL,4444,3AKJHHDR6LSLP6447,2020,Freightliner Cascadia
HUMO Transportation Services,4450,3AKJGLDR8HSHY4450,2017,Freightliner Cascadia
NEON FREIGHT INC,44728,1FUJHHDR3MLMJ4715,2021,Freightliner Cascadia
META TRANSPORT,4478,3AKJHHDR0LSKX4478,2020,Freightliner Cascadia
VDV TRUCKING INC,4483,4V4NC9EH9MN284483,2021,Volvo VNL
Moonstar Express LLC.,45,1GRDM9621CH713794,2012,Great Dane Trailers Great Dane Trailers
MV TRUCKING INC,45,3AKJGLDR3JSHF4015,2018,Freightliner Cascadia
VIP Global Inc.,4515,3AKJGLDR2HSHT4515,2017,Freightliner Cascadia
GTC LOGISTICS INC.,452,4V4NC9EH0FN156586,2015,Volvo VNL
GOLDEN TOUCH LOGISTICS LLC,4520,3AKJHHDR7MSMP4520,2021,Freightliner Cascadia
AR MIDWEST,452176,4V4NC9EH3NN304745,2022,Volvo VNL
Progressive Carriers LLC.,453,3AKJHHDR9KSKC9453,2019,"Freightliner New Cascadia 126 Sleepercab"""
Progressive Carriers LLC.,454,3AKJHHDR0KSKC9454,2019,Freightliner Cascadia
ZM EXPRESS INC,4542,1GRAA0626GB704542,2016,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,454750,1GR1P062XPT454750,2023,Great Dane Trailers Great Dane Trailers
RIGE TRANSPORT AND LOGISTICS,45515,1UYVS2539GM730900,2016,Utility Trailer Manufacturer Utility Trailer Manufacturer
Amex Transport Inc.,457,4V4NC9EHXGN945457,2016,Volvo VNL
Anex llc,457,4V4NC9EHXGN945457,2016,Volvo VNL
ISP GLOBAL INC,4573,4V4NC9EH2HN994573,2017,Volvo VNL
DALLAS TRUCKING,4577,3AKJHHDR3KSKE4577,2019,Freightliner Cascadia
Progressive Carriers LLC.,461,1XKYDP9X6PJ216461,2023,Kenworth T680
GIVE 2 GET,4614,1XKDDP0X0FJ974614,2015,Kenworth T8 Series
TURKISTAN INC,4628,4V4NC9EH4KN214628,2019,Volvo VNL
ARDOS LOGISTICS,4628,4V4NC9EH4KN214628,2019,Volvo VNL
MAXIMUM CARGO LLC,4634,1FUJHHDR3MLMJ4634,2021,Freightliner Cascadia
DQ EXPRESS,4635,4V4NC9EH3HN984635,2017,Volvo VNL
FRONTLINE EXPRESS,464116,1GR1A0620NB336565,2022,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,464116,1GR1A0620NB336565,2022,Great Dane Trailers Great Dane Trailers
MAXIMUM CARGO LLC,4648,1FUJHHDR3MLMJ4648,2021,Freightliner Cascadia
BIG DUCK TRUCKING,465183,4V4NC9EH5PN320156,2023,Volvo VNL
ALION LOGISTICS,4666,4V4NC9EH9GN954666,2016,Volvo VNL
EAGLE EYE,4669,3AKJHHDR8MSMG4669,2021,Freightliner Cascadia
SMART MOVE CARGO,4684,1FUJGLDR7JLJL4684,2018,Freightliner Cascadia
DAWSON TRUCK LINES,4697,3HSDZAPR2JN214697,2018,International LT625
GULF STREAM,470,1XKYD49X3MJ437400,2021,Kenworth T680
DELO,4704,3HSDZAPR5KN094704,2019,International LT625
SAG TRUCKING,4713,1FUJHHDR3KLKP4713,2019,Freightliner Cascadia
BIG DUCK TRUCKING,4717,1FUJGLDR6GLGG4717,2016,Freightliner Cascadia
LONG HAUL LLC,471918,3AKJHHDR0PSUF2293,2023,Freightliner Cascadia
SAFETY GROUP LLC,4727,4V4NC9EG7KN214727,2019,Volvo VNL
GG CARGO,4760,3AKJHHDR5KSKN4760,2019,Freightliner Cascadia
ODSS LOGISTICS LLC,4795,1XKYDP9X7NJ144795,2022,Kenworth T680
Ameri Star Express LLC,480,GW9049,[Amer,i Star Express LLC's Unit]
BORDERLANDERS INC,484,4V4NC9EH9JN999484,2018,Volvo VNL
SAG TRUCKING,4857,1FUJHHDR5KLKP4857,2019,Freightliner Cascadia
HOLSTEINER,4876,3AKJHHDR1SSVV4876,2025,Freightliner Cascadia
ITF GROUP LLC,4897,3AKJHHDV8LSKY4897,2020,Freightliner Cascadia
KARVON GROUP,4903,3AKJHHDR2PSNX4903,2023,Freightliner Cascadia
PAKISA LLC,4912,3AKJGLD53FSGN4912,2015,Freightliner Cascadia
BIG BLACK EAGLE LLC,4975,3AKJHHDR5MSMJ6812,2021,Freightliner Cascadia
JPK TRUCKING,49887,1JJV532B3GL949887,2016,Wabash National Corporation Refrigerated Van
BURAQ LIMITED,499,5MAPA5325RH078318,2024,Mac Trailer Manufacturing MAC TRAILER MANUFACTURING
Cooper Livestock,5,1NKWGGGG50R474201,Kenwo,rth W9 Series
MP FREDS SOLUTION,5,3AKJHHDR7LSLL0934,2020,Freightliner Cascadia
USAN ROAD LLC,5,4V4NC9EH0KN873600,2019,Volvo VNL
Marshall Logistics,5,4V4NC9EH8FN186158,2015,Volvo VNL
ABL LOGISTICS LLC,5,4V4NC9EH9JN984077,2018,Volvo VNL
DA CARGO,50,3AKJHHDR7JSJZ0672,2018,Freightliner Cascadia
LAMO TRANS CARGO,50,3AKJHHDR9KSKJ4763,2019,"Freightliner New Cascadia 126 Sleepercab"""
DA CARGO,50,4V4N99EH9FN191447,2015,Volvo VNL
IMS LINE,50,4V4NC9EJ0PN621937,2023,Volvo VNL
Longhorn Cargo,500,3AKJHHDR2LSLJ4561,2020,Freightliner Cascadia
BLUE LIGHT TRANSPORT,500,3HSDJAPR3HN462975,2017,International LF687
IQS,500,4V4NC9EG6FN190796,2015,Volvo VNL
ROYCE LLC,500,4V4NC9EG6FN190796,2015,Volvo VNL
CLE CARGO,500,4V4NC9EH3LN232345,2020,Volvo VNL
SENCO LOGISTICS INC,500,4V4NC9EHXNN294876,2022,Volvo VNL
BLACK HORSE INC,5000,3AKJGLDR3KSKV4861,2019,Freightliner Cascadia
WF VENTURE MOTOR FREIGHT LLC,5008,1FUJHHDRXNLNA3386,2022,Freightliner Cascadia
PEGASUS,501,3AKJHHDR3JSJV1559,2018,Freightliner Cascadia
FREIGHT UNITED,5011,4V4NC9EH8HN975011,2017,Volvo VNL
VAMAR,5011,4V4NC9EH8HN975011,2017,Volvo VNL
RNN TRANSPORT LLC,502,1FUJHHDR9KLKR1693,2019,Freightliner Cascadia
BIG DUCK TRUCKING,5022,3AKJHPDV6KSKA5022,2019,Freightliner Cascadia
STW LTO,503,1FUJGLD56GLGZ4415,2016,Freightliner Cascadia 125
XL TRANSPORT INC,503,3AKJHHDR5NSNB4851,2022,Freightliner Cascadia
USA SILK WAY,5032,1XKYDP9X0RJ365032,2024,Kenworth T680
RUSS EXPRESS LLC,505,1UYVS25356U900216VS2RA,2006,Utility Trailer Manufacturer Utility Trailer Manufacturer
VAMAR,505,3AKJHHDR6LSLJ4434,2020,Freightliner Cascadia
ET LOGISTICS & TRANSPORTATION LLC,505,3AKJHHDR7MSMF3842,2021,Freightliner Cascadia
BEK LOGISTICS,505,3AKJHHDRXKSKP5684,2019,Freightliner Cascadia
ITF GROUP LLC,505,4V4NC9EH0LN202381,2020,Volvo VNL
DQ EXPRESS,505,4V4NC9EH2JN885083,2018,Volvo VNL
STRAIGHT CARGO,505,4V4NC9EH4KN201474,2019,Volvo VNL
SCHNEIDER FINANCE,505,4V4NC9EH6NN603386,2022,Volvo VNL
ELDOR EXPRESS LLC,5054,4V4NC9EH6GN937159,2016,Volvo VNL
GFS GROUP,50598,3AKJHHDR6LSKC0694,2020,Freightliner Cascadia
ALI EMPIRE INC,5063,1FUJHHDR3MLML5063,2021,Freightliner Cascadia
Vanner,5073,3AKJHHDR0KSKJ0573,2019,Freightliner Cascadia
FRONTLINE EXPRESS,508,1UYVS2535P3869508,2023,Utility Trailer Manufacturer Utility Trailer Manufacturer
ITF GROUP LLC,509269,3AKJHHDR0NSMX5378,2022,Freightliner Cascadia
META TRANSPORT,5122,3AKJHHDR4KSKB5122,2019,Freightliner Cascadia
KEEP ON TRUCKING LLC,51308,4V4NC9EJXEN159237,2014,Volvo VNL
CALIFORNIA ENTERPRISE INC,5143,4V4NC9KK3DN145143,2013,Volvo VNL
FRONTLINE EXPRESS,515,1UYVS2532P3869515,2023,Utility Trailer Manufacturer Utility Trailer Manufacturer
META TRANSPORT,515,3AKJGLDV6JSJK1197,2018,Freightliner Cascadia
SHH TRUCKS INC,517,4V4NC9EJ3FN931367,2015,Volvo VNL
FRONTLINE EXPRESS,518458,1JJV532D1EL832324,2014,Wabash National Corporation Dry Van Duraplate
ROYCE LLC,5191,4V4NC9EH6KN905191,2019,Volvo VNL
VIP Global Inc.,5204,3AKJGLDR9GSGP5204,2016,Freightliner Cascadia
BIG DUCK TRUCKING,521338,3AKJHHFG9NSNJ5971,2022,Freightliner Cascadia
KARGO UNITED INC,522,3AKJHHDR2KSKM2906,2019,Freightliner Cascadia
OMRANI CARGO CORP,523,3ALACWFC8LDLN5692,2020,Freightliner M2
BEK LOGISTICS,524408,3AKJHHFG5NSNJ0878,2022,Freightliner Cascadia
MATCO TOOLS,5246,3ALACWFC2KDKN5246,2019,Freightliner M2
TEYMUR LLC,5283,4V4NC9EHXJN885283,2018,Volvo VNL
SENCO LOGISTICS INC,5298,3AKJHHDR7TSWL5298,2026,Freightliner Cascadia
ROYCE LLC,5299,3AKJHHDR9TSWL5299,2026,Freightliner Cascadia
Best Freight llc,53009,1DW1A5322ES477322,2014,Stoughton trailers Stoughton trailers
MIT US,53018,1RNF53A24NR056018,2022,Reitnouer Inc Reitnouer Inc Trailers
SMM,530229,1GR1P0628KJ170229,2019,Great Dane Trailers Great Dane Trailers
TURON TRANS,5308,5V8VC532XCLT005858,2012,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
USA SILK WAY,531032,5V8VC5327MM106979,2021,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
VIP Global Inc.,531094,5V8VC5329MM109477,2021,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
SEIZE THE WAY INC,53139,1JJV532D1EL793900,2014,Wabash National Corporation Dry Van Duraplate
UMAR EXPRESS,5315,1S12E9539FE530832,2015,Strick Commercial Trailer Strick Commercial Trailer
HLEON TRUCKING,5318,527SR5320LL017689,2020,"CIMC Reefer Trailer CIMC REEFER TRAILER,INC."
SEIZE THE WAY INC,5320,1JJV532DXJL049383,2018,Wabash National Corporation Dry Van Duraplate
GOLDEN TOUCH LOGISTICS LLC,5322323,3H3V532K3NS080274,2022,Hyundai Translead Trailers Hyundai Translead Trailers
LONG HAUL LLC,5322737,3H3V532K7NS388287,2022,Hyundai Translead Trailers Hyundai Translead Trailers
EAGLE EYE,5322743,3H3V532K2NS388293,2022,Hyundai Translead Trailers Hyundai Translead Trailers
GOLDEN TOUCH LOGISTICS LLC,5323673,5V8VC5321PT303673,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GOLDEN TOUCH LOGISTICS LLC,5323690,5V8VC5321PT303690,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
SHOD EXPRESS LLC,5323690,5V8VC5321PT303690,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
SUCCESSOR INC,5324037,1KKVA532XRL252837,2024,Kentucky Trailer Dry Freight Trailer
GILLSON TRUCKING INC,53277,1JJV532B2NL317461,2022,Wabash National Corporation Refrigerated Van
TAMERLAN,53308 NTG,3H3V532K0NS101100,2022,Hyundai Translead Trailers Hyundai Translead Trailers
TAMERLAN,53310,3H3V532K8NS101099,2022,Hyundai Translead Trailers Hyundai Translead Trailers
PATAGONIA,53329,1JJV532D4FL823330,2015,Wabash National Corporation Dry Van Duraplate
USA SILK WAY,533499,5V8VC5325PM311818,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
USA SILK WAY,533508,5V8VC5326PM311827,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
STW LTO,5338,1FUJHHDR8LLLY5338,2020,Freightliner New Cascadia 126
GOLDMAN TRUCKING LLC,5338,1JJV532D0GL909235,2016,Wabash National Corporation Dry Van Duraplate
ANSOR EXPRESS,5338,1JJV532D0GL909235,2016,Wabash National Corporation Dry Van Duraplate
USA SILK WAY,534257,5V8VC5322RM402256,2024,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
SEIZE THE WAY INC,53513P,2MN01JAH881000768,2008,Unknown Unknown
USA SILK WAY,535339,5V8VC5329SM506927,2025,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
ODUM LOGISTICS,535349,4V4NC9EJXCN535349,2012,Volvo VNL
VIP Global Inc.,537189,5V8VC5323HM708347,2017,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
IQS,537189,5V8VC5323HM708347,2017,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
LIMA LOGISTIC EXPRESS,538,4V4NC9EH2FN185538,2015,Volvo VNL
SAYRAM CORP,538387,3AKJHHDR1NSNC8326,2022,Freightliner Cascadia
ACB EXPRESS LLC,5387,4V4NC9EH6JN895387,2018,Volvo VNL
ROBERTSON TRUCKS LLC,53p1331,3H3V532C5HT278264,2017,Hyundai Translead Hyundai Translead Trailers
HENDRY TRUCKING LLC,540,3AKJHHDR9LSLT2412,2020,Freightliner Cascadia
GOLDEN TOUCH LOGISTICS LLC,540272,3AKJHHDR5NSNJ0660,2022,Freightliner Cascadia
SEIZE THE WAY INC,5418,1DW1A5325GS628804,2016,Stoughton trailers Stoughton trailers
VAMAR INC,542519,3AKJHHDR0NSNL8687,2022,Freightliner Cascadia
KARGO UNITED INC,544,3AKJHHDR4LSLL0647,2020,Freightliner Cascadia
SD FOREVER INC,5458,3AKJHHDR8LSLS5418,2020,Freightliner Cascadia
SEIZE THE WAY INC,5475,1DW1A5326JBA02513,2018,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,5484,1DW1A5329KSA15645,2019,Stoughton trailers Stoughton trailers
ITF GROUP LLC,549567,3AKJHHDR7NSNK5290,2022,Freightliner Cascadia
