Customer,Unit #,VIN,Year,Make / Model
GG CARGO,905701,5V8VC5327PM305888,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
GG CARGO,905709,5V8VC5327PM30588,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
DAK TRANSPORT,905888,5V8VC5324PM306075,2023,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
ITF GROUP LLC,906312,1GR1P0627PD509326,2023,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,906318,1GR1P0622PD509332,2023,Great Dane Trailers Great Dane Trailers
IATE INC,906320,1GR1P0626PD509334,2023,Great Dane Trailers Great Dane Trailers
EVEREST EXPRESS,906344,1GR1P0629PD509358,2023,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,906345,1GR1P0620PD509359,2023,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,906396,1GR1P0627PT514886,2023,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,906432,1GR1P0627PT514922,2023,Great Dane Trailers Great Dane Trailers
GFS GROUP,906579,3H3V532K4PS041129,2023,Hyundai Translead Trailers Hyundai Translead Trailers
GG CARGO,907578,3H3V532K1PJ091198,2023,Hyundai Translead Trailers Hyundai Translead Trailers
GOLDEN TOUCH LOGISTICS LLC,9078,3AKJHHDRXMSMG9078,2021,Freightliner Cascadia
BARS TRUCKING,908,3AKJGLDR3HSHZ6862,2017,Freightliner Cascadia
PHOENIX FREIGHT LLC,908,3AKJHHDR4KSKF3742,2019,Freightliner Cascadia
DK MAX TRUCKING INC,9080,3AKJHHDR9PSNZ2735,2023,Freightliner Cascadia
ITF GROUP LLC,909,4V4NC9EH2LN252523,2020,Volvo VNL
MAD & MUS,909,4V4NC9EH4GN956826,2016,Volvo VNL
SKY MILE,909,4V4NC9EH4GN956826,2016,Volvo VNL
GOLDEN TOUCH LOGISTICS LLC,909,4V4NC9EH7LN250752,2020,Volvo VNL
AMERICAN TURBO,91,3AKJHHDR8RSUX0791,2024,Freightliner Cascadia
SPEEDEL CARGO,910,4V4NC9EH3PN605910,2023,Volvo VNL
ITF GROUP LLC,910043,1GR1P0629RT611056,2024,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,910045,1GR1P0622RT611058,2024,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,910058,1GR1P0625RT611071,2024,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,910069,1GR1P062XRT611082,2024,Great Dane Trailers Great Dane Trailers
LISLE CARGO INC,91085,3AKJHHDR2MSMS2325,2021,Freightliner Cascadia
MAD & MUS,91085,3AKJHHDR2MSMS2325,2021,"Freightliner New Cascadia 126 Sleepercab"""
KT FREIGHT LLC,911,1M1AW09Y5CM024366,2012,Mack CXU
ROYCE LLC,911,3AKGHHDR4KSKB6622,2019,Freightliner Cascadia
BUBA EXPRESS,911,4V4WC9DH9KN211911,2019,Volvo VNR
LYMAR FREIGHT SERVICE INC,9146,3AKJHHDR3KSKR9146,2019,Freightliner Cascadia
HAULAGE FRIGHT LLC,9146,3AKJHHDR3KSKR9146,2019,Freightliner Cascadia
SCOTT'S,9166,4V4NC9GF04N367862,2004,Volvo VNL
Northeast Transport LLC,916699,4V4NC9TH8FN916699,2015,Volvo VNL
MASON TRUCKS GROUP LLC,9192,4V4NC9EH4FN1772636,2015,Volvo VNL
REIS571 LLC,920,1XKYD49XXKJ369920,2019,Kenworth T680
MAD & MUS,92028,1FUJHHDR3NLMZ0534,2022,"Freightliner New Cascadia 126 Sleepercab"""
UZBEK TRUCK WORLD INC,92172,3AKJHHDR7NSNF0072,2022,Freightliner Cascadia
GTR LLC,92180,3AKJHHDR1NSNF2058,2022,Freightliner Cascadia
YTRUCKING,9228,3AKJHHDR6MSMK9228,2021,Freightliner Cascadia
YTRUCKING,9237,3AKJHHDR7MSMK9237,2021,Freightliner Cascadia
IATE INC,923722,1UYVS2534P3923722,2023,Utility Trailer Manufacturer Utility Trailer Manufacturer
ITF GROUP LLC,924,4V4NC9EH0JN896924,2018,Volvo VNL
YTRUCKING,9240,3AKJHHDR7MSMK9240,2021,Freightliner Cascadia
NHA GLOBAL INC,928,5V8VA5327JT806928,2018,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
LONG HAUL LLC,9298,4V4NC9EHXRN629298,2024,Volvo VNL
MIDAMERICAN CARGO INC,93,3AKJHHDR1RSUX0793,2024,Freightliner Cascadia
PINTO EXPRESS,93029,3AKJHHFGXPSNL7481,2023,Freightliner Cascadia
PINTO EXPRESS,93039,,2023,Freightliner Cascadia
PINTO EXPRESS,93040,3AKJHHFG3PSNL7483,2023,Freightliner Cascadia
PINTO EXPRESS,93043,3AKJHHFG1PSNL7384,2023,Freightliner Cascadia
AMMAR EXPRESS LLC,93045,3AKJHHFG9PSNL7391,2023,Freightliner Cascadia
PINTO EXPRESS,93059,3AKJHHFG8PSNL7446,2023,Freightliner Cascadia
Evergreen,93065,3AKJHHFG9PSNL7472,2023,Freightliner Cascadia
PINTO EXPRESS,93126,3AKJHHFG6PSNL7459,2023,Freightliner Cascadia
PINTO EXPRESS,93127,3AKJHHFG3PSNL7466,2023,Freightliner Cascadia
FLYING OVER THE ROAD,93411,3AKJHHDR4PSNV1820,2023,Freightliner Cascadia
ROYCE LLC,9395,3AKJHPDV1MSMG1930,2021,Freightliner Cascadia
ENCORE,94,4U3B04820VL101279,1997,X-l Specialized Trailers Inc X-L SPECIALIZED TRAILERS INC
DELO,940,3AKJHHDR8KSKJ0249,2019,Freightliner Cascadia
GOBUSTAN EXRADE LLC,94036,1FUJHHDR5RLUY0559,2024,Freightliner Cascadia
MOUNTAIN LINE,941,3AKGGLD53GSGC5191,2016,Freightliner Cascadia
GRPA LOGISTICS LLC,9413,3AKJHHDR9MSMG9413,2021,Freightliner Cascadia
PINTO EXPRESS,941770,3H3V532C5JT625002,2018,Hyundai Translead Hyundai Translead Trailers
AMERICAN LIGHTING & SIGNALIZATION,943-0013,1FVACXFC1LHLB5174,2020,Freightliner M2
AMERICAN LIGHTING & SIGNALIZATION,9430706,3HAEUMMN4LL368661,2020,International MV607
VAMAR INC,944,3AKJHHDR4JSJT6472,2018,Freightliner Cascadia
CREDO MAX,945,3AKJGLDRXHSJJ6324,2017,Freightliner Cascadia
LIIDO TRANSPORTATION LLC,945,3AKJHHDR9JSJR1015,2018,Freightliner Cascadia
VAMAR INC,946,3AKJHHFG1LSLR8500,2020,Freightliner Cascadia
PINTO EXPRESS,946549,3H3V532C7JT184019,2018,Hyundai Translead Hyundai Translead Trailers
GOLDEN TOUCH LOGISTICS LLC,9473,3AKJGHDV3LDLC9473,2020,Freightliner Cascadia
USA SILK WAY,9500,1XKYDP9X1PJ249500,2023,Kenworth T680
BURAQ LIMITED,95018,3AKJHHDR2MSMS2325,2021,Freightliner Cascadia
FOKO LOGISTICS LLC,9510,3AKJHHDR2LSMD9510,2020,Freightliner Cascadia
UMAR EXPRESS,951364,1GR1A0621SW701386,2025,Great Dane Trailers Great Dane Trailers
PINTO EXPRESS,951397,1DW1A5325KBA30613,2019,Stoughton trailers Stoughton trailers
PINTO EXPRESS,9541,3AKJHHDRXPSUL9541,2023,Freightliner Cascadia
VIP Global Inc.,9562,4V4NC9EH9GN919562,2016,Volvo VNL
BABA EXPRESS LLC,9564,4V4NC9EJ4CN551370,2012,Volvo VNL
Sharp System LLC,960,1RNF53A2XPR065275,2023,Reitnouer Inc Trailers Reitnouer Inc Trailers
ROYCE LLC,96036,3AKJHHDRXTSWJ1805,2026,Freightliner Cascadia
VON EXPRESS,96510,1JJV532W05L927443,2005,Wabash National Corporation Wabash National Corporation
LITTLE STAR TRANS LLC,9686,4V4NC9EG9JN889686,2018,Volvo VNL
MO GLOBE TRUCKING,969,3AKJHHDR7JSKB1970,2018,Freightliner Cascadia
ROYCE LLC,969,4V4NC9EH1KN872536,2019,Volvo VNL
SELECTED LLC,969,4V4NC9EH1KN872536,2019,Volvo VNL
SUCCESSOR INC,9694,4V4NC9EH5KN208031,2019,Volvo VNL
FREIGHT ZONE,9694,4V4NC9EH5KN208031,2019,Volvo VNL
FM TRANS INC,975,4V4NC9GH45N399975,2005,Volvo VNL
ITF GROUP LLC,97666,1DW1A5323NSA97666,1992,Stoughton trailers Stoughton trailers
ITF GROUP LLC,97704,1DW1A5327NSA97704,2022,Stoughton trailers Stoughton trailers
ITF GROUP LLC,97705,1DW1A5329NSA97705,2022,Stoughton trailers Stoughton trailers
ITF GROUP LLC,97711,1DW1A5324NSA97711,2022,Stoughton trailers Stoughton trailers
NASH TRUCKING,979,1FUJHHDYZLLKT6979,2020,Freightliner Cascadia
PRO STAR,9800,3AKJHHDRXKSKD9800,2019,Freightliner New Cascadia 126
JALWO TRUCKING,9810,3AKJHHDRXKSKF9810,2019,Freightliner Cascadia
TURKISTAN INC,9818,3AKJHHDR6NSNE9818,2022,Freightliner Cascadia
FLOYD INC.,9853,3HSDZAPR3PN219853,2023,International LT625
EGO EXPRESS INC,9853,3HSDZAPR3PN219853,2023,International LT625
ROYCE LLC,99,4V4NC9EH6JN997224,2018,Volvo VNL
AAD EXPRESS,99,527SR5321LL018026,2020,"CIMC Reefer Trailer CIMC REEFER TRAILER,INC."
THIRTY THR33 LLC,990,3AKJGLD50GSHJ2024,2016,Freightliner Cascadia
WHITE RIVER TRUCKING LLC,990,3AKJHHDV1LSLH1245,2020,Freightliner Cascadia
USTA LLC,9901,,2020,Freightliner Cascadia
USTA LLC,9901,1FUJHHDR5LLLL5903,2020,Freightliner Cascadia
USTA LOGISTICS LLC,9902,3AKJHHDRXLSMF9844,2020,Freightliner Cascadia
C L SCOTT,995,3AKJHHDR4JSJR0418,2018,Freightliner Cascadia
ZAIN TRUCKING LLC,995,3AKJHHDV3SSVV7677,2025,Freightliner Cascadia
ORM LOGISTICS LLC,995,3AKJHHDV3SSVV7677,2025,Freightliner Cascadia
PINTO EXPRESS,9956,3AKJHHDR7NSNE9956,2022,Freightliner Cascadia
ADELINA EXPRESS LLC,9961,3AKJHHDR2SSWE9961,2025,Freightliner Cascadia
EAGLE EYE,997,3AKJHHDR4KSKB4116,2019,Freightliner Cascadia
C L SCOTT,997,3AKJHHDR4MSMG8721,2021,Freightliner Cascadia
ABS EXPRESS INC,997,3AKJHHDR4MSMG8721,2021,Freightliner Cascadia
IDEA MOUNT CORP,997,4V4NC9EH0LN269997,2020,Volvo VNL
PINTO EXPRESS,9971,3AKJHHDR3NSNE9971,2022,"Freightliner New Cascadia 126 Sleepercab"""
PINTO EXPRESS,9976,3AKJHHDR2NSNE9976,2022,Freightliner New Cascadia 126
PINTO EXPRESS,9978,3AKJHHDR6NSNE9978,2022,Freightliner Cascadia
PINTO EXPRESS,9979,3AKJHHDR8NSNE9979,2022,Freightliner Cascadia
EAGLE EYE,998,3AKJHHDV3LSKY4998,2020,Freightliner Cascadia
RELENTLESS TRUCKING LLC,999,1XP7D49X9AD102240,2010,Peterbilt 387
BIG DUCK TRUCKING,999,3AKJHHDR2KSKF3352,2019,Freightliner Cascadia
USWAY,999,4V4NC9EG2DN136604,2013,Volvo VNL
BILOL TRANSPORTATION,999,4V4NC9EH0MN265272,2021,Volvo VNL
ZS TRANSPORTATION,999,4V4NC9EH1GN960641,2016,Volvo VNL
RUS TRUCKING,999,4V4NC9EJ4KN898552,2019,Volvo VNL
US DAR,9999,3AKJHHDR1MSMC1001,2021,Freightliner Cascadia
LOADVISER LOGISTICS,9999,3AKJHHDR1MSMC1002,2021,Freightliner Cascadia
F&A DELIVERY SERVICE LLC,9999,3AKJHHDR1MSMC1002,2021,Freightliner Cascadia
KIDD EXPRESS,A004,3AKJHHDR1PSNG5699,2023,Freightliner Cascadia
SAS EXPRESS LLC,A1,1XPBD49X2FD270304,2015,Peterbilt 579
SAS EXPRESS LLC,A5,3AKJHHDR4MSLH3883,2021,Freightliner Cascadia
LAMO TRANS CARGO,ANPE100,3ELA6RX2XNG002298,2022,Atro ATRO
LAMO TRANS CARGO,ANPE101,3ELA6RX27NG002291,2022,Atro ATRO
US ROYAL EXPRESS LLC,B101,1UYVS2538CU444627,2012,Utility Trailer Manufacturer Utility Trailer Manufacturer
EVEREST EXPRESS,B10396,1DW1A5328PBB10396,2023,Stoughton trailers Stoughton trailers
BEST WAY TRUCKING,B11,1FUBCXFE9JHJM5142,2018,Freightliner M2
Best Way Truck & Trailer Repair LLC,B11,1FUBCXFE9JHJM5142,2018,Freightliner M2
ITF GROUP LLC,B19207,1DW1A5322PBB19207,2023,Stoughton trailers Stoughton trailers
BEK TRANSPORTATION,B208,7LVD5DD22ND010317,2022,Delucio Usa DeLucio USA
BEK TRANSPORTATION,B209,7LVD5DD20ND010316,2022,Delucio Usa DeLucio USA
BEK Trans,B209,7LVD5DD20ND010316,2022,Delucio Usa DeLucio USA
PRIME EXPRESS,B2208,1TTE532A8N33433308,2022,Benson/wabash Aluminium Flatbed
ITF GROUP LLC,B25014,1DW1A532XPBB25014,2023,Stoughton trailers Stoughton Trailers
Butler Farms,BF-01,1FUJA6CK55LN37057,2005,Freightliner Columbia
Butler Farms,BF-02,1XKADP9X4CJ327988,2012,Kenworth T6 Series
SUCCESSOR INC,BL00028,3H3V532K4PJ510614,2023,Hyundai Translead Trailers Hyundai Translead Trailers
ZM EXPRESS INC,BNT-002,4V4NC9EH6GN932138,2016,Volvo VNL
ITF GROUP LLC,C05150,1DW1A532XTBC05150,2026,Stoughton trailers Stoughton Trailers
IQS,CC30468,1JJV532D9CL607582,2012,Wabash National Corporation Dry Van Duraplate
J & R LOGISTICS 2022,DH298,1R1F94829WK980157,1998,Fontaine Trailer
Progressive Carriers LLC.,DL53433,1GR1P0623LK159375,2020,Great Dane Trailers Great Dane Trailers
AZIA TRANS INC.,DV5301,1GRAA06273T003707,2003,Great Dane Trailers Unknown
Progressive Carriers LLC.,DV7490,1GR1P0622PT507490,2023,Great Dane Trailers Great Dane Trailers
LANE SEEKERS LOGISTICS LLC,F2118,3AKJHHDR2MSMZ6618,2021,Freightliner Cascadia
x TRANSPORT LLC,F2118,3AKJHHDR2MSMZ6618,2021,Freightliner Cascadia
TOTA TRUCKING LLC,G13656,1UYVS2530GG593702,2016,Utility Trailer Manufacturer Utility Trailer Manufacturer
GROUND EXPRESS,GD3799,1GRAA0625GB703799,2016,Great Dane Trailers Great Dane Trailers
HUMO Transportation Services,GD93014,1GRAA0624FT593014,2015,Great Dane Trailers Great Dane Trailers
BIG DUCK TRUCKING,GT003276,3H3V532CXGT003276,2016,Hyundai Translead Hyundai Translead Trailers
Longhorn Cargo,GT003380,3H3V532C5GT003380,2016,Hyundai Translead Hyundai Translead Trailers
Longhorn Cargo,GT003668,3H3V532C5GT003668,2016,Hyundai Translead Hyundai Translead Trailers
SINO EXP,GT003706,3H3V532C9GT003706,2016,Hyundai Translead Hyundai Translead Trailers
YDV LLC,Gt019119,3H3V532C8GT019119,2016,Hyundai Translead Hyundai Translead Trailers
ONTIMECHASE INC,H00723,3H3V532K2NS603171,2022,Hyundai Translead Trailers Hyundai Translead Trailers
ITF GROUP LLC,H00755,3H3V532K0NS603203,2022,Hyundai Translead Trailers Hyundai Translead Trailers
ITF GROUP LLC,H0078,3H3V532K1NS603226,2022,Hyundai Translead Trailers Hyundai Translead Trailers
Progressive Carriers LLC.,H08705,5V8VC5320SM503091,2025,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
Progressive Carriers LLC.,H08714,5V8VC5328SM503100,2025,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
Progressive Carriers LLC.,H08727,5V8VC5326SM503113,2025,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
EAGLE EYE,H12171,3H3V532K8SS134132,2025,Hyundai Translead Trailers Hyundai Translead Trailers
BIG DUCK TRUCKING,Hm702721,5V8VC5324HM702721,2017,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
SEIZE THE WAY INC,HT048134,3H3V532C4HT048134,2017,Hyundai Translead HYUNDAI TRANSLEAD
ROBERTSON TRUCKS LLC,HT367028,3H3V532C0HT367028,2017,Hyundai Translead Hyundai Translead Trailers
Longhorn Cargo,HT368669,3H3V532CXHT368669,2017,Hyundai Translead Hyundai Translead Trailers
SEIZE THE WAY INC,HV502485,3H3V532K0SS074086,2025,Hyundai Translead Trailers Hyundai Translead Trailers
UMAX CARGO,HYUZ006101,3H3V532K4SS006101,2025,Hyundai Translead Trailers Hyundai Translead Trailers
BIG DUCK TRUCKING,HYUZ103081,3H3V532C8MT103081,2021,Hyundai Translead Hyundai Translead Trailers
JNP LOGISTICS LLC,J001,4V4NC9EJ0PN603194,2023,Volvo VNL
JNP LOGISTICS LLC,J002,4V4NC9EH1PN606957,2023,Volvo VNL
JB Hunt,jbhz 663941,1JJV532D5FL885531,2015,Wabash National Corporation Dry Van Duraplate
SINO EXP,JR112037,3H3V532C5JR112037,2018,Hyundai Translead Hyundai Translead Trailers
BEK LOGISTICS,K150052,1GRAP0622KK150052,1989,Great Dane Trailers Great Dane Trailers
Ameri Star Express LLC,KH1001,5V8VC5327GM601963,2016,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
SEIZE THE WAY INC,KH2002,1UYVS2530HG895511,2017,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,KH2003,1UYVS253XK7539106,2019,Utility Trailer Manufacturer Utility Trailer Manufacturer
SINO EXP,KR210141,3H3V532C6KR210141,2019,Hyundai Translead Hyundai Translead Trailers
SINO EXP,KR210616,3H3V532C5KR210616,2019,Hyundai Translead Hyundai Translead Trailers
SINO EXP,KR210616,3H3V532C5KR216616,2019,Hyundai Translead Trailers Hyundai Translead Trailers
POSTMAN CARGO INC,KR211047,3H3V532C8KR211047,2019,Hyundai Translead Hyundai Translead Trailers
SINO EXP,KR211478,3H3V53262KR211428,2019,Hyundai Translead Trailers
BIG DUCK TRUCKING,KT028074,3H3V532C1KT028074,2019,Hyundai Translead Hyundai Translead Trailers
BIG DUCK TRUCKING,KT028149,3H3V532C6KT028149,2019,Hyundai Translead Hyundai Translead Trailers
MUNISA TRANSPORT,L1001,1UYVS2532N7661138,2022,Utility Trailer Manufacturer Utility Trailer Manufacturer
YNS TRUCKING LLC,LF1313,1GR4M0628PH513304,2023,Great Dane Trailers Great Dane Trailers
BIG DUCK TRUCKING,LR165443,3H3V532C2LR165443,2020,Hyundai Translead Hyundai Translead Trailers
SEIZE THE WAY INC,ME1001,1UYVS2537FP262016,2015,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1002,1UYVS2535FP262015,2015,Utility Trailer Manufacturer Utility Trailer Manufacturer
Ameri Star Express LLC,ME1003,1UYVS2534FG293918,2015,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1005,1UYVS2532FG293920,2015,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1006,1UYVS2537GG429721,2016,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1007,1GRAA0625GB704578,2016,Great Dane Trailers Great Dane Trailers
SEIZE THE WAY INC,ME1008,1GRAA0623GB704577,2016,Great Dane Trailers Great Dane Trailers
THERMO TRANS,ME1010,1UYVS2536H7966905,2017,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1011,1UYVS2536H7966906,2017,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1012,1UYVS2538H7966907,2017,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1013,1UYVS2531H7966909US2DX,2017,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1014,1UYVS253XH7966908,2017,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1015,1UYVS2533K7628774,2019,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1016,1UYS2536K7628770,2007,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1017,1UYVS2538K7628771,2019,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1018,1UYVS253XK7628772,2019,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1020,1UYVS2537K7628776,2019,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1021,1UYVS2531K7628773,2019,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1022,3ELA6RX22NG002313,2022,Atro ATRO
SEIZE THE WAY INC,ME1023,3ELA6RX24NG002314,2022,Atro ATRO
SEIZE THE WAY INC,ME1024,1DW1A5326PBB13460,2023,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,ME1025,1DW1A5328PBB13461,2023,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,ME1026,1DW1A5321PB13463,2023,Stoughton Trailers Stoughton trailers
SEIZE THE WAY INC,ME1027,1UYVS2536P3827803,2023,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1028,1UYVS2532P3827815,2023,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1029,1UYVS2534P3827816,2023,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1030,1UYVS253XP3827819,2023,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1031,1UYVS2536P3827820,2023,Utility Trailer Manufacturer Utility Trailer Manufacturer
SEIZE THE WAY INC,ME1032,1DW1A5322PSB24357,2023,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,ME1033,1DW1A5324PSB24358,2023,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,ME1034,1DW1A5326PSB24359,2023,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,ME1035,1DW1A5322PSB24360,2023,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,ME1036,1DW1A5324PSB24361,2023,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,ME1037,1DW1A5326PSB24362,2023,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,ME1038,1DW1A5328PSB24363,2023,Stoughton trailers Stoughton trailers
META EXPRESS,META 1,1GYS4DKL7NR155024,2022,Cadillac Escalade
Murodjon Mukhamedjanov,MM,3AKJGLDR6JSHP1086,2018,Freightliner Cascadia
BIG DUCK TRUCKING,MR104070,3H3V532C1MR104070,2021,Hyundai Translead Hyundai Translead Trailers
BIG DUCK TRUCKING,Mr104085,3H3V532C3MR104085,2021,Hyundai Translead Hyundai Translead Trailers
BIG DUCK TRUCKING,MT107933,5V8VC5322MT107933,2021,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
SINO EXP,MT107933,5V8VC5322MT107933,2021,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
EAGLE EYE,MT107972,5V8VC5321MT107972,2021,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
BIG DUCK TRUCKING,MT107983,5V8VC5326MT107983,2021,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
Progressive Carriers LLC.,NE546904,1S12E9532NE546904,1992,Strick Commercial Trailer Strick Commercial Trailer
Progressive Carriers LLC.,NE546909,1S12E9531NE546909,1992,Strick Commercial Trailer Strick Commercial Trailer
Progressive Carriers LLC.,NE546912,1S12E9531NE546912,1992,Strick Commercial Trailer Strick Commercial Trailer
BIG DUCK TRUCKING,NJ263005,3H3V532K7NJ263005,2022,Hyundai Translead Trailers Hyundai Translead Trailers
EAGLE EYE,NS536007,3H3V532K4NS536007,2022,Hyundai Translead Trailers Hyundai Translead Trailers
ROBERTSON TRUCKS LLC,NS536310,3H3V532K5NS536310,2022,Hyundai Translead Trailers Hyundai Translead Trailers
CARGO PRIME,P5191579,1GRAP062XKT134210,2019,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,P5211032,1GR1P062XMJ308856,2021,Great Dane Trailers Great Dane Trailers
ITF GROUP LLC,P5240238,1GR1P0624RK535669,2024,Great Dane Trailers Great Dane Trailers
OWL TT LLC,P531039,1GR1A0629NK401039,2022,Great Dane Trailers Great Dane Trailers
ZMAX WORLDWIDE INC,PRIZ88260,1JJV532B5JL074013,2018,Wabash National Corporation Refrigerated Van
EASE LOGISTICS,PTL220867,3H3V532K9NS283217,2022,Hyundai Translead Trailers Hyundai Translead Trailers
ITF GROUP LLC,PTLZ201111,3H3V532CXLR227011,2020,Hyundai Translead Hyundai Translead Trailers
ITF GROUP LLC,PTLZ210238,3H3V532C2MR159238,2021,Hyundai Translead Hyundai Translead Trailers
ITF GROUP LLC,PTLZ211681,3H3V532C2MR160681,2021,Hyundai Translead Hyundai Translead Trailers
ITF GROUP LLC,PTLZ220165,3H3V532K0NS282165,2022,Hyundai Translead Trailers Hyundai Translead Trailers
ITF GROUP LLC,PTLZ220180,3H3V532K7NS282180,2022,Hyundai Translead Trailers Hyundai Translead Trailers
EASE LOGISTICS,PTLZ221647,3H3V532K8NS283497,2022,Hyundai Translead Trailers Hyundai Translead Trailers
HOMELAND TRANSPORTATION INC,PTLZ242788,3H3V532K0RS259488,2024,Hyundai Translead Trailers Hyundai Translead Trailers
SEIZE THE WAY INC,PTLZ370401,3H3V532C1HT025488,2017,Hyundai Translead Hyundai Translead Trailers
RIGE TRANSPORT AND LOGISTICS,R001,4V4NC9EH3LN218803,2020,Volvo VNL
ZAN EXPRESS,R98606,1JJV532B6BL398606,2011,Wabash National Corporation Refrigerated Van
THY LOGISTICS,RED,3HSDZAPR9NN304693,2022,International LT62F
SINO EXP,S1,4V4BC9EH8TN698422,2026,Volvo NEW VNL
WR ONESTOP LOGISTICS,S121,5V8VA53236M806381,2006,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
SINO EXP,S2,4V4NC9EH3LN246150,2020,Volvo VNL
SINO EXP,S3,4V4NC9EH7LN224247,2020,Volvo VNL
SINO EXP,S4,4V4NC9EHXLN224260,2020,Volvo VNL
USA SILK WAY,SL611244,1JJV532D0SL611244,2025,Wabash National Corporation Dry Van Duraplate
LONG HAUL LLC,SM510451,5V8VC5326SM510451,2025,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
BIG DUCK TRUCKING,SS006062,3H3V532K9SS006062,2025,Hyundai Translead Trailers Hyundai Translead Trailers
EAGLE EYE,SS006063,3H3V532K0SS006063,2025,Hyundai Translead Trailers Hyundai Translead Trailers
EAGLE EYE,SS006264,3H3V532KXSS006264,2025,Hyundai Translead Trailers Hyundai Translead Trailers
BIG DUCK TRUCKING,ST507673,5V8VC5321ST507673,2025,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
ELMIR INC,T-777,5E0AU1742MG537201,2021,Unknown CX-5307
Sharp System LLC,T1234,1JJF482W917L532683,2001,Wabash National Corporation Wabash National Corporation
GG CARGO,T1469,7VGAB5323R1001469,2024,Extreme Trailers Llc EXTREME TRAILERS LLC
ARO TRANS,T4037,1UYVS2533N3516245,2022,Utility Trailer Manufacturer Utility Trailer Manufacturer
ZEEGOT LOGISTICS LLC,T6330,1UYVS253XR7006330,2024,Utility Trailer Manufacturer Utility Trailer Manufacturer
GG CARGO,T638193,1XPBD49X2RD638193,2024,Peterbilt 579
GG CARGO,T638200,1XPBD49X6KD638200,2019,Peterbilt 579
